frame,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,21_x,21_y,21_z,22_x,22_y,22_z,23_x,23_y,23_z,24_x,24_y,24_z,25_x,25_y,25_z,26_x,26_y,26_z,27_x,27_y,27_z,28_x,28_y,28_z,29_x,29_y,29_z,30_x,30_y,30_z,31_x,31_y,31_z,32_x,32_y,32_z
0,-0.006083771586418152,-0.5699123740196228,-0.21043455600738525,0.0039214808493852615,-0.5904405117034912,-0.19944019615650177,0.006329609081149101,-0.591336190700531,-0.18832269310951233,0.003856593742966652,-0.5913493633270264,-0.19237153232097626,-0.020007479935884476,-0.5949080586433411,-0.2157372385263443,-0.016505420207977295,-0.5934611558914185,-0.23084460198879242,-0.012942327186465263,-0.5822594165802002,-0.20924432575702667,0.054277803748846054,-0.5982245206832886,-0.0882052630186081,-0.09064707905054092,-0.542245626449585,-0.10917902737855911,0.025466781109571457,-0.5628893971443176,-0.15456311404705048,-0.015817077830433846,-0.5271329283714294,-0.1905370056629181,0.14200526475906372,-0.43396055698394775,0.05515747889876366,-0.06850399076938629,-0.5135398507118225,-0.023261364549398422,0.17742766439914703,-0.3154606223106384,-0.0758587121963501,0.14735592901706696,-0.3726668655872345,-0.11752299964427948,0.1860126554965973,-0.46079352498054504,-0.23647990822792053,0.37372052669525146,-0.3860911726951599,-0.10313571244478226,0.17332875728607178,-0.5126442909240723,-0.25904449820518494,0.4571581482887268,-0.383743554353714,-0.14524871110916138,0.17782174050807953,-0.538902997970581,-0.2553892731666565,0.4885980188846588,-0.4360348880290985,-0.13445571064949036,0.19070376455783844,-0.463358610868454,-0.24058124423027039,0.39842385053634644,-0.40242061018943787,-0.10012499988079071,0.08537141978740692,0.008115464821457863,0.04291465878486633,-0.08393452316522598,-0.013415956869721413,-0.04235684871673584,0.11025053262710571,0.43358567357063293,-0.018358465284109116,-0.12230277061462402,0.36203181743621826,-0.039499431848526,0.16102094948291779,0.7994896173477173,0.1312001347541809,-0.25837641954421997,0.7564914226531982,0.11634286493062973,0.13914014399051666,0.8354335427284241,0.15216578543186188,-0.27377113699913025,0.7939557433128357,0.09253701567649841,0.1185251921415329,0.8849865198135376,0.08993176370859146,-0.30710944533348083,0.8242877125740051,-0.0023309546522796154
1,-0.011442732065916061,-0.5741297006607056,-0.20982983708381653,-0.0002458036469761282,-0.5929721593856812,-0.19835427403450012,0.0019753058440983295,-0.5939367413520813,-0.18721285462379456,-0.0005889211897738278,-0.5938588380813599,-0.19122298061847687,-0.02498442493379116,-0.598710298538208,-0.21396613121032715,-0.02175992541015148,-0.597099244594574,-0.22883452475070953,-0.018201423808932304,-0.5858842134475708,-0.2072698175907135,0.05297600477933884,-0.5974602103233337,-0.08733118325471878,-0.09349618852138519,-0.542766809463501,-0.10463196039199829,0.021321764215826988,-0.5647376775741577,-0.15433818101882935,-0.020677199587225914,-0.5303084254264832,-0.1896265149116516,0.14052285254001617,-0.4336014688014984,0.04828338697552681,-0.07269765436649323,-0.5135489106178284,-0.015430749393999577,0.17779278755187988,-0.3168722987174988,-0.08997794985771179,0.13559092581272125,-0.37275445461273193,-0.11746326088905334,0.1812395602464676,-0.46038204431533813,-0.24026833474636078,0.35829442739486694,-0.3899867534637451,-0.11564143747091293,0.16722336411476135,-0.5106454491615295,-0.26113444566726685,0.44144222140312195,-0.38977253437042236,-0.1595386415719986,0.1687259078025818,-0.53413987159729,-0.25682851672172546,0.47204089164733887,-0.44078388810157776,-0.14767807722091675,0.18498778343200684,-0.46210575103759766,-0.24347223341464996,0.3824349641799927,-0.40632957220077515,-0.11293211579322815,0.08560293912887573,0.008022885769605637,0.04074561595916748,-0.08415453135967255,-0.013294055126607418,-0.0398525595664978,0.11844638735055923,0.43124645948410034,-0.021001668646931648,-0.12763568758964539,0.35567644238471985,-0.04769221693277359,0.16057652235031128,0.7892276048660278,0.13015900552272797,-0.25928401947021484,0.7456637024879456,0.11418211460113525,0.1381624937057495,0.8244569897651672,0.15142394602298737,-0.27428096532821655,0.7819239497184753,0.09069771319627762,0.11842820793390274,0.8777694702148438,0.09182413667440414,-0.3081875443458557,0.8121834397315979,-0.0023112327326089144
2,-0.012687930837273598,-0.5764560103416443,-0.2088059037923813,-0.0014734360156580806,-0.5946703553199768,-0.19691883027553558,0.0006406651809811592,-0.5956751704216003,-0.18576937913894653,-0.00192104815505445,-0.5955334901809692,-0.1897018700838089,-0.02634936384856701,-0.6007866263389587,-0.21227464079856873,-0.023260025307536125,-0.5990833044052124,-0.2269349843263626,-0.01963149942457676,-0.5878110527992249,-0.20543475449085236,0.051998283714056015,-0.5972799062728882,-0.08614104986190796,-0.0947880670428276,-0.5429127812385559,-0.10261868685483932,0.020199114456772804,-0.5659456253051758,-0.1537248194217682,-0.02189350500702858,-0.5319265127182007,-0.18862096965312958,0.1396513730287552,-0.4335808753967285,0.04561641067266464,-0.07490695267915726,-0.5135178565979004,-0.011936800554394722,0.17829705774784088,-0.31863933801651,-0.09278230369091034,0.13279837369918823,-0.37288564443588257,-0.11706401407718658,0.1770150512456894,-0.4600204527378082,-0.24026477336883545,0.3527444303035736,-0.39249128103256226,-0.11814648658037186,0.1616683155298233,-0.5088772177696228,-0.26087579131126404,0.4351678490638733,-0.3931516408920288,-0.16213016211986542,0.1615726500749588,-0.5310445427894592,-0.25642532110214233,0.46460989117622375,-0.4433629512786865,-0.15015123784542084,0.1801011562347412,-0.461157888174057,-0.24344146251678467,0.3762633800506592,-0.4087562561035156,-0.11547591537237167,0.08598668873310089,0.007946092635393143,0.03970660641789436,-0.08453365415334702,-0.013185299932956696,-0.038642846047878265,0.12380343675613403,0.42936795949935913,-0.021815652027726173,-0.13190050423145294,0.3517105281352997,-0.052267227321863174,0.16060365736484528,0.7825253009796143,0.13081681728363037,-0.2606651186943054,0.7392560243606567,0.11424772441387177,0.13812440633773804,0.8174508213996887,0.15247879922389984,-0.27527323365211487,0.7750542163848877,0.0909649208188057,0.1184290423989296,0.8733791708946228,0.09726538509130478,-0.3091301918029785,0.8064614534378052,-0.00018418952822685242
3,-0.014021850191056728,-0.5779547691345215,-0.2061915248632431,-0.0028369843494147062,-0.5957624912261963,-0.19399861991405487,-0.0007900924538262188,-0.5967776775360107,-0.18281371891498566,-0.0033495633397251368,-0.5965928435325623,-0.18670225143432617,-0.02765209786593914,-0.6022160053253174,-0.20912835001945496,-0.024705911055207253,-0.6004048585891724,-0.2235308289527893,-0.02099909819662571,-0.5890728235244751,-0.20212014019489288,0.0508720800280571,-0.5970281958580017,-0.08378254622220993,-0.09593606740236282,-0.5430589914321899,-0.09936124831438065,0.018964610993862152,-0.5667169690132141,-0.15168777108192444,-0.023146752268075943,-0.5330221652984619,-0.18599748611450195,0.13864977657794952,-0.4334782660007477,0.04525783285498619,-0.07617327570915222,-0.5135143399238586,-0.007408526726067066,0.17853763699531555,-0.31935572624206543,-0.09227477014064789,0.1312084197998047,-0.37293189764022827,-0.11257105320692062,0.17462334036827087,-0.45999598503112793,-0.23800458014011383,0.35007569193840027,-0.3952811360359192,-0.11594723910093307,0.15898451209068298,-0.5085634589195251,-0.2567117512226105,0.43232211470603943,-0.3969506025314331,-0.15954695641994476,0.15850506722927094,-0.5301194190979004,-0.25179383158683777,0.4613916575908661,-0.44676586985588074,-0.1469181627035141,0.17762266099452972,-0.4609697461128235,-0.24057620763778687,0.3732800781726837,-0.4117044508457184,-0.11311554163694382,0.08612015098333359,0.00791794154793024,0.0386158786714077,-0.08466476947069168,-0.01313989982008934,-0.037441857159137726,0.12628276646137238,0.4286678731441498,-0.023303506895899773,-0.1341770887374878,0.35023412108421326,-0.05404387786984444,0.16065776348114014,0.7811152935028076,0.13024140894412994,-0.26072320342063904,0.7373648881912231,0.1144043579697609,0.1381082534790039,0.8160790205001831,0.15202242136001587,-0.27527478337287903,0.7731190919876099,0.09133538603782654,0.11832281947135925,0.8726686239242554,0.09754161536693573,-0.30939313769340515,0.8045543432235718,0.0023371924180537462
4,-0.014871117658913136,-0.5792792439460754,-0.20571109652519226,-0.0035840836353600025,-0.5967862010002136,-0.19334425032138824,-0.001594632863998413,-0.5978168249130249,-0.18215905129909515,-0.004162149038165808,-0.597610354423523,-0.18602575361728668,-0.0285275150090456,-0.6034296751022339,-0.20832839608192444,-0.02563801221549511,-0.6016044020652771,-0.22271159291267395,-0.021922642365098,-0.5902662873268127,-0.2013099640607834,0.050349704921245575,-0.5968623161315918,-0.08297852426767349,-0.09671568870544434,-0.5432056188583374,-0.09810413420200348,0.018230490386486053,-0.5675275921821594,-0.1513446420431137,-0.023954374715685844,-0.5340738892555237,-0.18543186783790588,0.13817600905895233,-0.43332648277282715,0.044177137315273285,-0.07801233977079391,-0.5134751796722412,-0.005866995546966791,0.17879416048526764,-0.32029691338539124,-0.09474025666713715,0.12753234803676605,-0.3729081153869629,-0.11272885650396347,0.17312344908714294,-0.45985108613967896,-0.23882228136062622,0.3477066457271576,-0.3965073227882385,-0.12263765186071396,0.15705955028533936,-0.5078970193862915,-0.2572110593318939,0.4301447570323944,-0.3987184762954712,-0.1673167198896408,0.15612603724002838,-0.528992235660553,-0.2522487938404083,0.45975807309150696,-0.44863367080688477,-0.15436485409736633,0.17592182755470276,-0.4605475962162018,-0.2412547618150711,0.3711094558238983,-0.4129631221294403,-0.11977121978998184,0.08623003214597702,0.007877425290644169,0.03770051151514053,-0.08478061854839325,-0.013086198829114437,-0.036438677459955215,0.12716318666934967,0.4281805157661438,-0.025116784498095512,-0.13394156098365784,0.3495877981185913,-0.0543522946536541,0.16092412173748016,0.7810868620872498,0.1290198117494583,-0.2605782151222229,0.7354000806808472,0.11528187245130539,0.13825379312038422,0.8161531090736389,0.15089188516139984,-0.2750631272792816,0.7709419131278992,0.092509426176548,0.11846060305833817,0.8712798357009888,0.09725680947303772,-0.3094497323036194,0.7989816069602966,0.004499463830143213
5,-0.016303710639476776,-0.5819051861763,-0.20378562808036804,-0.004805464763194323,-0.5986677408218384,-0.19112642109394073,-0.002869208110496402,-0.5996692776679993,-0.17994920909404755,-0.005425085313618183,-0.5995098948478699,-0.1837800145149231,-0.029884537681937218,-0.6056367754936218,-0.20546172559261322,-0.027039488777518272,-0.6036897301673889,-0.2197980284690857,-0.02337651513516903,-0.5923826098442078,-0.19839775562286377,0.050318989902734756,-0.5966339111328125,-0.08130215108394623,-0.09691831469535828,-0.5433602929115295,-0.09308305382728577,0.01750391721725464,-0.5691137909889221,-0.14986442029476166,-0.024831846356391907,-0.5359746217727661,-0.1829785406589508,0.1382857859134674,-0.4325753450393677,0.04244716092944145,-0.07826173305511475,-0.5133529901504517,-3.3304651879007e-05,0.1799904853105545,-0.32128071784973145,-0.10094816237688065,0.12582045793533325,-0.372932493686676,-0.11094589531421661,0.17233175039291382,-0.459852933883667,-0.24015246331691742,0.34549805521965027,-0.39897462725639343,-0.122169628739357,0.15612147748470306,-0.5077815055847168,-0.25794538855552673,0.4278394281864166,-0.4019402861595154,-0.16648083925247192,0.15511609613895416,-0.528172492980957,-0.25243672728538513,0.4576956331729889,-0.4519023597240448,-0.1535770446062088,0.17513220012187958,-0.4604330062866211,-0.2421787679195404,0.368953675031662,-0.4155820310115814,-0.11924996227025986,0.08630156517028809,0.007871787063777447,0.03612808510661125,-0.08484850823879242,-0.01308279950171709,-0.034862689673900604,0.12783914804458618,0.4273601174354553,-0.028266403824090958,-0.13375349342823029,0.3491274416446686,-0.05579632520675659,0.16206975281238556,0.7816431522369385,0.11935857683420181,-0.26010948419570923,0.7361032962799072,0.10709258168935776,0.13945475220680237,0.8167510628700256,0.14038994908332825,-0.2743411362171173,0.7717577815055847,0.08334694802761078,0.11995161324739456,0.8705974817276001,0.08655334264039993,-0.30926236510276794,0.7985402941703796,-0.005708342418074608
6,-0.016959985718131065,-0.583311140537262,-0.19643661379814148,-0.005095300264656544,-0.5995968580245972,-0.18334197998046875,-0.003138153813779354,-0.6005879640579224,-0.17220808565616608,-0.005699823144823313,-0.6004441976547241,-0.1761137694120407,-0.03013165295124054,-0.6070497632026672,-0.19743022322654724,-0.027309929952025414,-0.6050456762313843,-0.2116248905658722,-0.02365083619952202,-0.593795895576477,-0.19030073285102844,0.05042389780282974,-0.5961896181106567,-0.07422088831663132,-0.09683053940534592,-0.544221818447113,-0.08399417251348495,0.016978828236460686,-0.5700609683990479,-0.14296215772628784,-0.025337986648082733,-0.537432074546814,-0.1753656566143036,0.13829416036605835,-0.43243101239204407,0.04355641454458237,-0.07831883430480957,-0.5136132836341858,0.008079571649432182,0.1811351478099823,-0.3244914710521698,-0.09990686923265457,0.1252792477607727,-0.37429580092430115,-0.10393453389406204,0.1723787635564804,-0.46027547121047974,-0.23800323903560638,0.34594133496284485,-0.4030688405036926,-0.11388155817985535,0.15627072751522064,-0.5077818036079407,-0.25561800599098206,0.42874234914779663,-0.40615469217300415,-0.1567489057779312,0.15522398054599762,-0.5276176929473877,-0.2491280734539032,0.4586125612258911,-0.45574435591697693,-0.14332078397274017,0.17516224086284637,-0.4604698717594147,-0.23964591324329376,0.36953410506248474,-0.41957706212997437,-0.11064828932285309,0.0864507406949997,0.007848935201764107,0.03540394827723503,-0.08498287200927734,-0.013058650307357311,-0.03413229435682297,0.12925311923027039,0.4255630671977997,-0.031301163136959076,-0.13375671207904816,0.3487231433391571,-0.05841606482863426,0.16247305274009705,0.782077968120575,0.11006335914134979,-0.2600947618484497,0.7365136742591858,0.09644877910614014,0.1397094577550888,0.8172022104263306,0.1302165687084198,-0.2743140757083893,0.7721704244613647,0.07179582118988037,0.1202809065580368,0.8702654242515564,0.07573090493679047,-0.30977076292037964,0.7994722723960876,-0.01803392730653286
7,-0.018785720691084862,-0.5838448405265808,-0.19597464799880981,-0.006730454973876476,-0.600007951259613,-0.18313127756118774,-0.004752513486891985,-0.6009760499000549,-0.17196738719940186,-0.007303652353584766,-0.6008472442626953,-0.175887331366539,-0.03155538812279701,-0.607668936252594,-0.1971890926361084,-0.028806818649172783,-0.605580747127533,-0.21140047907829285,-0.025155149400234222,-0.5943416953086853,-0.19005705416202545,0.049758121371269226,-0.595988929271698,-0.07427782565355301,-0.09712712466716766,-0.5446606278419495,-0.08427777141332626,0.015338726341724396,-0.5705708265304565,-0.1425895094871521,-0.026797175407409668,-0.5381085872650146,-0.17494083940982819,0.13815593719482422,-0.432417631149292,0.04299440607428551,-0.07897871732711792,-0.5140824913978577,0.0076792435720562935,0.18126660585403442,-0.32530564069747925,-0.10017373412847519,0.12551620602607727,-0.37554579973220825,-0.10181954503059387,0.1698315441608429,-0.459885835647583,-0.23634207248687744,0.3466602861881256,-0.4041041135787964,-0.10627906024456024,0.15298116207122803,-0.5063562989234924,-0.25312089920043945,0.4295361638069153,-0.40675774216651917,-0.1475996971130371,0.15167874097824097,-0.5250881314277649,-0.24600030481815338,0.45940878987312317,-0.45625030994415283,-0.13414916396141052,0.17255185544490814,-0.45961660146713257,-0.23761387169361115,0.3702687919139862,-0.4205755591392517,-0.10292796790599823,0.08652780950069427,0.007841631770133972,0.03482303023338318,-0.08504707366228104,-0.013051371090114117,-0.033592525869607925,0.12921477854251862,0.4248122274875641,-0.03168763965368271,-0.13363654911518097,0.34835708141326904,-0.059588704258203506,0.16243714094161987,0.7823492288589478,0.10608863085508347,-0.25992023944854736,0.7368326783180237,0.09106696397066116,0.13963764905929565,0.8175584077835083,0.12568987905979156,-0.27413320541381836,0.7725797891616821,0.06600536406040192,0.12024999409914017,0.8693414926528931,0.07031027972698212,-0.31002581119537354,0.8000489473342896,-0.024750452488660812
8,-0.01986880600452423,-0.5852847099304199,-0.19375091791152954,-0.007428904063999653,-0.6013167500495911,-0.18067090213298798,-0.005468226503580809,-0.6023003458976746,-0.16947665810585022,-0.008032562211155891,-0.602169930934906,-0.17344439029693604,-0.032405417412519455,-0.6091867685317993,-0.19466841220855713,-0.02965700998902321,-0.607125461101532,-0.208943709731102,-0.02600795589387417,-0.5959148406982422,-0.18761739134788513,0.049394574016332626,-0.5960558652877808,-0.07168012857437134,-0.09755083173513412,-0.5461910367012024,-0.08175347000360489,0.014218590222299099,-0.5720025300979614,-0.14043420553207397,-0.027931516990065575,-0.5397838354110718,-0.1727539449930191,0.13797599077224731,-0.4331326484680176,0.04325668513774872,-0.08032006770372391,-0.5150237679481506,0.00796402245759964,0.18279653787612915,-0.3320636749267578,-0.10037880390882492,0.12565241754055023,-0.3804742395877838,-0.10300371795892715,0.16903480887413025,-0.4601978063583374,-0.23660869896411896,0.3471882939338684,-0.4069247543811798,-0.11183373630046844,0.15143826603889465,-0.5058937668800354,-0.25355106592178345,0.4300890564918518,-0.4084044098854065,-0.1547066569328308,0.14846205711364746,-0.524260401725769,-0.24640816450119019,0.4598858654499054,-0.45739731192588806,-0.1412350833415985,0.17105399072170258,-0.459624320268631,-0.23790059983730316,0.3708142042160034,-0.42277252674102783,-0.10864915698766708,0.08671475946903229,0.007701328489929438,0.03450961038470268,-0.08522520959377289,-0.012915517203509808,-0.03325917199254036,0.12901735305786133,0.42407432198524475,-0.03247515484690666,-0.13352389633655548,0.3483632802963257,-0.059472065418958664,0.16231057047843933,0.7825563549995422,0.1047057956457138,-0.25991344451904297,0.7374220490455627,0.09198462218046188,0.13944636285305023,0.8178396224975586,0.12425989657640457,-0.2741360366344452,0.7731714844703674,0.06701790541410446,0.12004649639129639,0.8683730363845825,0.06784569472074509,-0.3109670579433441,0.8002176880836487,-0.02405717968940735
9,-0.020659340545535088,-0.5857962369918823,-0.1935824304819107,-0.007990168407559395,-0.6018306612968445,-0.18051443994045258,-0.006033375393599272,-0.6028180718421936,-0.169304758310318,-0.008606348186731339,-0.6026855111122131,-0.1732925921678543,-0.03301267325878143,-0.6098046898841858,-0.19458256661891937,-0.03024628385901451,-0.6077561974525452,-0.20890001952648163,-0.026599735021591187,-0.596554160118103,-0.18755273520946503,0.04890012741088867,-0.5960527062416077,-0.07151404768228531,-0.09790866076946259,-0.5470371246337891,-0.08203159272670746,0.013231503777205944,-0.5725753307342529,-0.14024746417999268,-0.0288405604660511,-0.5404896140098572,-0.17267031967639923,0.137516587972641,-0.4335954189300537,0.043233852833509445,-0.08122532069683075,-0.5156387686729431,0.007176613435149193,0.18318967521190643,-0.3352506756782532,-0.10182788968086243,0.1257869154214859,-0.3833591639995575,-0.10494740307331085,0.1683712601661682,-0.4605315327644348,-0.23785999417304993,0.3473595976829529,-0.4080876410007477,-0.11372163891792297,0.15055882930755615,-0.5056992173194885,-0.25497952103614807,0.4305160641670227,-0.4088292717933655,-0.15680652856826782,0.14703792333602905,-0.52387535572052,-0.24792252480983734,0.4607662260532379,-0.4575953185558319,-0.1433345228433609,0.17009375989437103,-0.45966294407844543,-0.23922264575958252,0.37112152576446533,-0.4236372709274292,-0.11054243892431259,0.08680669963359833,0.0075910030864179134,0.034227367490530014,-0.08531312644481659,-0.012808783911168575,-0.032970279455184937,0.12889611721038818,0.4236546456813812,-0.03309018909931183,-0.13346409797668457,0.3483414947986603,-0.059499673545360565,0.1622208058834076,0.7825408577919006,0.1044275164604187,-0.2600003778934479,0.7379957437515259,0.09187474101781845,0.13929523527622223,0.8179177641868591,0.12405459582805634,-0.27426576614379883,0.7737837433815002,0.06690292805433273,0.11962065100669861,0.8680018186569214,0.06781694293022156,-0.31210505962371826,0.8005504608154297,-0.024172963574528694
