Frame,Landmark_0_X,Landmark_0_Y,Landmark_0_Z,Landmark_1_X,Landmark_1_Y,Landmark_1_Z,Landmark_2_X,Landmark_2_Y,Landmark_2_Z,Landmark_3_X,Landmark_3_Y,Landmark_3_Z,Landmark_4_X,Landmark_4_Y,Landmark_4_Z,Landmark_5_X,Landmark_5_Y,Landmark_5_Z,Landmark_6_X,Landmark_6_Y,Landmark_6_Z,Landmark_7_X,Landmark_7_Y,Landmark_7_Z,Landmark_8_X,Landmark_8_Y,Landmark_8_Z,Landmark_9_X,Landmark_9_Y,Landmark_9_Z,Landmark_10_X,Landmark_10_Y,Landmark_10_Z,Landmark_11_X,Landmark_11_Y,Landmark_11_Z,Landmark_12_X,Landmark_12_Y,Landmark_12_Z,Landmark_13_X,Landmark_13_Y,Landmark_13_Z,Landmark_14_X,Landmark_14_Y,Landmark_14_Z,Landmark_15_X,Landmark_15_Y,Landmark_15_Z,Landmark_16_X,Landmark_16_Y,Landmark_16_Z,Landmark_17_X,Landmark_17_Y,Landmark_17_Z,Landmark_18_X,Landmark_18_Y,Landmark_18_Z,Landmark_19_X,Landmark_19_Y,Landmark_19_Z,Landmark_20_X,Landmark_20_Y,Landmark_20_Z,Landmark_21_X,Landmark_21_Y,Landmark_21_Z,Landmark_22_X,Landmark_22_Y,Landmark_22_Z,Landmark_23_X,Landmark_23_Y,Landmark_23_Z,Landmark_24_X,Landmark_24_Y,Landmark_24_Z,Landmark_25_X,Landmark_25_Y,Landmark_25_Z,Landmark_26_X,Landmark_26_Y,Landmark_26_Z,Landmark_27_X,Landmark_27_Y,Landmark_27_Z,Landmark_28_X,Landmark_28_Y,Landmark_28_Z,Landmark_29_X,Landmark_29_Y,Landmark_29_Z,Landmark_30_X,Landmark_30_Y,Landmark_30_Z,Landmark_31_X,Landmark_31_Y,Landmark_31_Z,Landmark_32_X,Landmark_32_Y,Landmark_32_Z
0,0.5348106026649475,0.3930746018886566,-0.27938011288642883,0.536299467086792,0.3812244236469269,-0.23451150953769684,0.5423524975776672,0.38006946444511414,-0.23478829860687256,0.5485965609550476,0.37876394391059875,-0.2345574051141739,0.5172004699707031,0.38540560007095337,-0.2609742283821106,0.5100259184837341,0.3869789242744446,-0.2615971863269806,0.5038415789604187,0.3879615068435669,-0.2618890702724457,0.5523689985275269,0.38105422258377075,0.004518795292824507,0.4991036355495453,0.39050188660621643,-0.11344371736049652,0.5494933128356934,0.3989439904689789,-0.1837194710969925,0.5271846652030945,0.40431642532348633,-0.2215685099363327,0.6032577753067017,0.4449511170387268,0.16360390186309814,0.4788557291030884,0.43659865856170654,-0.15059657394886017,0.6381217837333679,0.4962328374385834,-0.13534538447856903,0.6050764322280884,0.462849497795105,-0.3168891668319702,0.6286112070083618,0.42930668592453003,-0.6557601094245911,0.7629904747009277,0.46542122960090637,-0.3697221279144287,0.6318603157997131,0.4098089039325714,-0.7432689666748047,0.8024407625198364,0.47650015354156494,-0.4445740282535553,0.6312444806098938,0.4070814251899719,-0.7496508359909058,0.8053275942802429,0.475586861371994,-0.4079211354255676,0.6272245645523071,0.4148591160774231,-0.671202540397644,0.7873396873474121,0.4710586667060852,-0.3581603169441223,0.5818604826927185,0.5982069373130798,0.07316615432500839,0.4831400513648987,0.5981124043464661,-0.07357191294431686,0.605292797088623,0.7343069314956665,0.014595161192119122,0.43693920969963074,0.7346303462982178,-0.09305731952190399,0.6178998351097107,0.8555247187614441,0.2613282799720764,0.3873768448829651,0.849407434463501,0.1227475181221962,0.6031132936477661,0.8666276931762695,0.27288275957107544,0.39968881011009216,0.8609066009521484,0.1345369964838028,0.6157609224319458,0.9006679058074951,0.020566066727042198,0.36479565501213074,0.8940755724906921,-0.11414581537246704
1,0.5337199568748474,0.393062949180603,-0.27561503648757935,0.5359071493148804,0.3812244236469269,-0.23026861250400543,0.5421684384346008,0.38002195954322815,-0.23057712614536285,0.5484290719032288,0.3787510097026825,-0.23036040365695953,0.5162413120269775,0.3853900134563446,-0.2513850927352905,0.5089696645736694,0.38680750131607056,-0.25199198722839355,0.5032306909561157,0.387594074010849,-0.2522472143173218,0.5528222918510437,0.3812364935874939,0.0047848038375377655,0.49899575114250183,0.38989144563674927,-0.08929559588432312,0.5484864115715027,0.39922916889190674,-0.18270625174045563,0.5259442329406738,0.404254287481308,-0.21497803926467896,0.6018893718719482,0.44618847966194153,0.13556545972824097,0.47877147793769836,0.4369593858718872,-0.11393123120069504,0.6380376219749451,0.49610617756843567,-0.17658723890781403,0.6051464080810547,0.4628464877605438,-0.2913772761821747,0.6288501024246216,0.42926162481307983,-0.6610901951789856,0.7638489603996277,0.4652470052242279,-0.3667958080768585,0.6326271891593933,0.4092598557472229,-0.7463221549987793,0.8044602870941162,0.47623947262763977,-0.4410432279109955,0.6314359903335571,0.4068320095539093,-0.7497013807296753,0.8073855042457581,0.4754466116428375,-0.40507060289382935,0.627335250377655,0.41485607624053955,-0.6735740303993225,0.789358377456665,0.47105100750923157,-0.35621121525764465,0.5819858908653259,0.597897469997406,0.05509417876601219,0.4833085834980011,0.5980761647224426,-0.055484503507614136,0.6052262187004089,0.7329979538917542,0.006836939137428999,0.43694818019866943,0.7342528700828552,-0.09824544936418533,0.6179661154747009,0.8547971248626709,0.26121774315834045,0.3867020905017853,0.8492503762245178,0.12691862881183624,0.6033406853675842,0.866364061832428,0.2729339897632599,0.39879491925239563,0.8608864545822144,0.14072759449481964,0.6171237230300903,0.900631844997406,0.029007650911808014,0.3647460341453552,0.8935940861701965,-0.09459719806909561
2,0.5322520136833191,0.393059104681015,-0.2517588436603546,0.5352122187614441,0.3812335431575775,-0.2066624015569687,0.5417363047599792,0.3800120949745178,-0.2069803923368454,0.5480318665504456,0.37875133752822876,-0.20677028596401215,0.5151866674423218,0.38538941740989685,-0.22579334676265717,0.5079765319824219,0.3867459297180176,-0.22637832164764404,0.5026223659515381,0.38745683431625366,-0.226603701710701,0.5529187917709351,0.3814786672592163,0.01899467036128044,0.49880778789520264,0.38972681760787964,-0.06681262701749802,0.5473387837409973,0.39949655532836914,-0.16337712109088898,0.5245265364646912,0.40420475602149963,-0.19227318465709686,0.6000785231590271,0.44726502895355225,0.13955853879451752,0.4786982834339142,0.4377667009830475,-0.09339113533496857,0.6380236148834229,0.4954136908054352,-0.16640473902225494,0.6053133010864258,0.46288731694221497,-0.2584090530872345,0.6288971900939941,0.42926308512687683,-0.6332061290740967,0.7646808624267578,0.4647068679332733,-0.3205190896987915,0.6327539682388306,0.40898624062538147,-0.7136015892028809,0.8052192330360413,0.4753113389015198,-0.39047083258628845,0.6312559247016907,0.4067721664905548,-0.713250994682312,0.807959258556366,0.4746924638748169,-0.3565358519554138,0.627197265625,0.4148973822593689,-0.6434816122055054,0.789956271648407,0.4706122577190399,-0.31089794635772705,0.5819927453994751,0.5977961421012878,0.05012033134698868,0.4834783971309662,0.5980775356292725,-0.050496894866228104,0.6050689816474915,0.7328184843063354,0.0073231980204582214,0.4370576739311218,0.7339726686477661,-0.09893182665109634,0.6179406046867371,0.8548010587692261,0.25141534209251404,0.3861082196235657,0.8492053747177124,0.12175308167934418,0.6036967635154724,0.8664960265159607,0.26250895857810974,0.39788997173309326,0.8608888387680054,0.1351829618215561,0.6174500584602356,0.9005702137947083,0.02591189369559288,0.3645847737789154,0.893301784992218,-0.0974692702293396
3,0.5312072038650513,0.3930909335613251,-0.23898637294769287,0.5345141291618347,0.3813050091266632,-0.19353805482387543,0.5412642955780029,0.38002893328666687,-0.1938505321741104,0.5476318001747131,0.37879371643066406,-0.19363781809806824,0.514099657535553,0.3853948414325714,-0.21321150660514832,0.5069200396537781,0.3867114782333374,-0.21379528939723969,0.5018762350082397,0.38736507296562195,-0.21402427554130554,0.5529542565345764,0.3817375898361206,0.031794287264347076,0.4984072148799896,0.38960000872612,-0.05587444454431534,0.5465148091316223,0.3997993469238281,-0.15068870782852173,0.5235826969146729,0.40420636534690857,-0.179997980594635,0.5985324382781982,0.4477156102657318,0.14022621512413025,0.4786636233329773,0.43817323446273804,-0.08447551727294922,0.6379317045211792,0.495164692401886,-0.16008979082107544,0.6053372621536255,0.4629703164100647,-0.24820075929164886,0.6288927793502808,0.4292694926261902,-0.6137471795082092,0.7649716138839722,0.4643450975418091,-0.30673518776893616,0.6327820420265198,0.4087599217891693,-0.6927703619003296,0.8055245876312256,0.4747036099433899,-0.3759649097919464,0.6310719847679138,0.4066909849643707,-0.6922281384468079,0.808122992515564,0.4741465151309967,-0.3413507044315338,0.6269891262054443,0.41492465138435364,-0.62391197681427,0.7901219129562378,0.4702772796154022,-0.2966681122779846,0.582004189491272,0.5976450443267822,0.049257274717092514,0.4836224615573883,0.5980799794197083,-0.049636051058769226,0.6049159169197083,0.7327737808227539,0.007574527524411678,0.43712642788887024,0.7338568568229675,-0.09876388311386108,0.6178556680679321,0.8550540804862976,0.2406904101371765,0.38601985573768616,0.8491356372833252,0.1217227652668953,0.6042275428771973,0.8673664927482605,0.2506859302520752,0.39766791462898254,0.8608927130699158,0.1351393163204193,0.6178635358810425,0.9005002379417419,0.01154193002730608,0.36433184146881104,0.8929500579833984,-0.0971129834651947
4,0.5308136343955994,0.39313194155693054,-0.24438224732875824,0.534385621547699,0.3814120888710022,-0.1987488567829132,0.5411643385887146,0.3800962269306183,-0.19905780255794525,0.5475165247917175,0.37891340255737305,-0.19884395599365234,0.5138241648674011,0.38542166352272034,-0.21904565393924713,0.5065310001373291,0.38671034574508667,-0.21963226795196533,0.5014782547950745,0.3873593509197235,-0.2198610007762909,0.5529628992080688,0.38204681873321533,0.02976580336689949,0.49823856353759766,0.38958606123924255,-0.05985207110643387,0.5460297465324402,0.4000876545906067,-0.15458786487579346,0.5231683254241943,0.4042331278324127,-0.1846953183412552,0.5970500111579895,0.4480169415473938,0.14284661412239075,0.4785725772380829,0.43866539001464844,-0.08408721536397934,0.6378347277641296,0.49460268020629883,-0.1576032042503357,0.6053408980369568,0.463015615940094,-0.2496495246887207,0.6287890672683716,0.4292792081832886,-0.621361494064331,0.7649678587913513,0.4640315771102905,-0.31437909603118896,0.6327667832374573,0.40867117047309875,-0.7026438117027283,0.8055040836334229,0.47388455271720886,-0.3849222958087921,0.6305794715881348,0.40668439865112305,-0.7029082775115967,0.8080040812492371,0.47334572672843933,-0.35031500458717346,0.6265451908111572,0.4150165915489197,-0.6323291659355164,0.7899866104125977,0.469603031873703,-0.3044529855251312,0.5819925665855408,0.5975130796432495,0.0481119267642498,0.48363032937049866,0.5981075167655945,-0.048487480729818344,0.6043130159378052,0.7323204874992371,0.005172868724912405,0.43717527389526367,0.7338236570358276,-0.09845171123743057,0.6176781058311462,0.8550716638565063,0.23332028090953827,0.38522210717201233,0.8491363525390625,0.1194048821926117,0.6045117974281311,0.8675325512886047,0.24301207065582275,0.39654740691185,0.8610175251960754,0.1319936364889145,0.6179887056350708,0.9004976153373718,-0.001092822290956974,0.3640587627887726,0.8927531838417053,-0.10144452005624771
5,0.5298250913619995,0.3931746780872345,-0.23426248133182526,0.5338281393051147,0.38147327303886414,-0.18982863426208496,0.5407001376152039,0.38011330366134644,-0.19014185667037964,0.5470208525657654,0.3789394497871399,-0.18994024395942688,0.5131588578224182,0.3854697048664093,-0.20790939033031464,0.5058940052986145,0.3867243230342865,-0.20848873257637024,0.5009198188781738,0.3873700201511383,-0.20870386064052582,0.5529761910438538,0.38217124342918396,0.031799931079149246,0.49801018834114075,0.3896183371543884,-0.04933159053325653,0.5455477237701416,0.40036460757255554,-0.14778126776218414,0.5223660469055176,0.40423843264579773,-0.1751190572977066,0.5969145894050598,0.44841888546943665,0.14095152914524078,0.47819626331329346,0.439116507768631,-0.07556112110614777,0.6374116539955139,0.49432238936424255,-0.1614476591348648,0.6043520569801331,0.4630727469921112,-0.24173349142074585,0.6285279393196106,0.42923763394355774,-0.6177036762237549,0.7645390033721924,0.46377113461494446,-0.30643752217292786,0.6326884031295776,0.4085635244846344,-0.6970531940460205,0.8051902651786804,0.4731366038322449,-0.3747527599334717,0.6301844120025635,0.40660110116004944,-0.6952670216560364,0.8070262670516968,0.47253358364105225,-0.34081417322158813,0.6260427832603455,0.4150172770023346,-0.6274799704551697,0.789158046245575,0.4689383804798126,-0.29692724347114563,0.5819870829582214,0.5974066257476807,0.04525545984506607,0.48362505435943604,0.5981086492538452,-0.04562074691057205,0.6040036678314209,0.7319050431251526,0.00322192395105958,0.4371769428253174,0.7337573766708374,-0.09871739149093628,0.6173493266105652,0.855119526386261,0.2078961580991745,0.38425278663635254,0.8492374420166016,0.08167463541030884,0.6043667197227478,0.8676801323890686,0.21515721082687378,0.39549165964126587,0.8614621758460999,0.08987840265035629,0.6186155080795288,0.9006946086883545,-0.025273339822888374,0.3638077676296234,0.8925928473472595,-0.14391812682151794
6,0.5282739996910095,0.3932793438434601,-0.2332594245672226,0.5328646302223206,0.38164207339286804,-0.18877184391021729,0.5399291515350342,0.3802032470703125,-0.18908405303955078,0.5462146997451782,0.37902671098709106,-0.18888145685195923,0.5119800567626953,0.3855592608451843,-0.2068098783493042,0.5049058198928833,0.3867567181587219,-0.2073940634727478,0.5001799464225769,0.3873845040798187,-0.2076054960489273,0.552915632724762,0.3823259174823761,0.03350776433944702,0.4973698854446411,0.38962438702583313,-0.04671899974346161,0.5445033311843872,0.400540292263031,-0.14619089663028717,0.5207678079605103,0.404238224029541,-0.17338640987873077,0.5960792303085327,0.4485357105731964,0.14235547184944153,0.4773595631122589,0.43924522399902344,-0.07300373166799545,0.6369680762290955,0.4935263991355896,-0.16216830909252167,0.6041412353515625,0.4608249068260193,-0.23261794447898865,0.6273581385612488,0.4289204478263855,-0.6215164065361023,0.7643947601318359,0.4634030759334564,-0.2830781638622284,0.6320292949676514,0.40850621461868286,-0.7019961476325989,0.804918110370636,0.47232523560523987,-0.3489222228527069,0.6285168528556824,0.4065733850002289,-0.7003671526908875,0.8064519166946411,0.4716833829879761,-0.3150804936885834,0.624321460723877,0.41499102115631104,-0.6316720247268677,0.7888221144676208,0.4682213366031647,-0.27322453260421753,0.5818135142326355,0.5972363948822021,0.0453718900680542,0.4834715723991394,0.5980784893035889,-0.045745719224214554,0.6034096479415894,0.7312110066413879,-0.003383720526471734,0.4370705783367157,0.7336382269859314,-0.10243047028779984,0.616779088973999,0.8551063537597656,0.1985543966293335,0.3831261694431305,0.8495389223098755,0.06249568983912468,0.6039493083953857,0.8676798343658447,0.20573218166828156,0.39375388622283936,0.8624122738838196,0.06942165642976761,0.6190625429153442,0.9009691476821899,-0.03837290033698082,0.3630160391330719,0.8922823667526245,-0.17116528749465942
7,0.525929868221283,0.3932977020740509,-0.22410857677459717,0.5310096144676208,0.381693571805954,-0.17983247339725494,0.5383961796760559,0.38020753860473633,-0.18014687299728394,0.5446491837501526,0.3790278136730194,-0.17994527518749237,0.5104257464408875,0.3856011629104614,-0.19716480374336243,0.5037966966629028,0.3867618441581726,-0.19775985181331635,0.49933409690856934,0.3873847723007202,-0.1979861855506897,0.5525505542755127,0.38234812021255493,0.04000762477517128,0.4968893527984619,0.3896212875843048,-0.03727763518691063,0.5428356528282166,0.40061432123184204,-0.1381162852048874,0.5187236070632935,0.40418049693107605,-0.16443338990211487,0.5958586931228638,0.44855764508247375,0.14293929934501648,0.47582435607910156,0.439314067363739,-0.06601118296384811,0.6363499760627747,0.4932316839694977,-0.15748047828674316,0.602773904800415,0.460856556892395,-0.22873352468013763,0.6246628761291504,0.4289061427116394,-0.5962511897087097,0.7631462216377258,0.4632662534713745,-0.28129342198371887,0.6303421854972839,0.40850934386253357,-0.672450602054596,0.803861141204834,0.47173941135406494,-0.34679147601127625,0.6251912117004395,0.40666672587394714,-0.6696028113365173,0.8045533299446106,0.4709283113479614,-0.31198978424072266,0.6206809878349304,0.41513171792030334,-0.6051455736160278,0.7873393297195435,0.4676205813884735,-0.27104535698890686,0.5813814401626587,0.5972322225570679,0.04457727074623108,0.48306262493133545,0.5980780720710754,-0.04495468735694885,0.6026430726051331,0.7310367822647095,-0.002540194895118475,0.43664735555648804,0.7336202263832092,-0.1033656895160675,0.6163429021835327,0.8552958965301514,0.2007284164428711,0.38240528106689453,0.8498005270957947,0.06665759533643723,0.6038886904716492,0.8679646253585815,0.20799070596694946,0.39298877120018005,0.8627785444259644,0.07469170540571213,0.6190646886825562,0.901193380355835,-0.03534642979502678,0.3621453642845154,0.8922492861747742,-0.1625029295682907
8,0.5243752598762512,0.39329826831817627,-0.22306157648563385,0.5297835469245911,0.38172584772109985,-0.17773312330245972,0.5372475981712341,0.38021743297576904,-0.1780506670475006,0.5433980226516724,0.3790384531021118,-0.17785172164440155,0.5093873739242554,0.38562026619911194,-0.19584882259368896,0.5029743909835815,0.3867630958557129,-0.19643646478652954,0.49869504570961,0.3873843252658844,-0.19665460288524628,0.5520387291908264,0.3824276626110077,0.045281484723091125,0.49629002809524536,0.38961660861968994,-0.03515053540468216,0.5415659546852112,0.40063756704330444,-0.13598240911960602,0.517061710357666,0.40409737825393677,-0.16324928402900696,0.5953342914581299,0.4485430121421814,0.1435447484254837,0.4746118485927582,0.43931686878204346,-0.06842634826898575,0.6358491778373718,0.4921807050704956,-0.16377094388008118,0.6023116111755371,0.4606131613254547,-0.2322492152452469,0.6229634881019592,0.42893609404563904,-0.6145663857460022,0.7626953721046448,0.46321168541908264,-0.31592950224876404,0.6283665895462036,0.4086492657661438,-0.6954770088195801,0.8038138151168823,0.47171106934547424,-0.38803571462631226,0.6219413876533508,0.4071958363056183,-0.6898549795150757,0.8045642971992493,0.47088202834129333,-0.3522777557373047,0.6177242994308472,0.41573745012283325,-0.6228965520858765,0.7873319983482361,0.4675951898097992,-0.3066530227661133,0.5809913873672485,0.5972740054130554,0.04448941722512245,0.48274433612823486,0.5981423854827881,-0.04487256705760956,0.6017741560935974,0.7310517430305481,-0.010686853900551796,0.4361628293991089,0.733697235584259,-0.10608179867267609,0.6159524321556091,0.855758786201477,0.19747421145439148,0.38170936703681946,0.8502494692802429,0.07273774594068527,0.6038445234298706,0.8685535788536072,0.20498526096343994,0.39229610562324524,0.8632326126098633,0.08144932985305786,0.6190618872642517,0.9013592004776001,-0.04286032170057297,0.36128997802734375,0.8922520875930786,-0.15802696347236633
9,0.5235276818275452,0.3932996988296509,-0.22506438195705414,0.5289983153343201,0.3817567527294159,-0.17984947562217712,0.5365146398544312,0.38022515177726746,-0.1801672875881195,0.5426381230354309,0.37904369831085205,-0.17996807396411896,0.5087023973464966,0.38563939929008484,-0.19819778203964233,0.5023888349533081,0.3867652714252472,-0.19878478348255157,0.49818935990333557,0.38738441467285156,-0.19900307059288025,0.5517213940620422,0.3824698030948639,0.04350053519010544,0.49586570262908936,0.38961562514305115,-0.038190677762031555,0.5408459305763245,0.4006682336330414,-0.13779138028621674,0.5162245631217957,0.4040444493293762,-0.1653943657875061,0.594928503036499,0.44853076338768005,0.14405325055122375,0.4737347960472107,0.4393124580383301,-0.07113497704267502,0.6355089545249939,0.4914778470993042,-0.16721230745315552,0.6019080877304077,0.4603809118270874,-0.23891638219356537,0.6218866109848022,0.42892885208129883,-0.619321882724762,0.7624437212944031,0.4631449282169342,-0.3208698332309723,0.6273139715194702,0.4087104797363281,-0.7005096673965454,0.803804874420166,0.4716658890247345,-0.3930456042289734,0.620532751083374,0.40734705328941345,-0.6931795477867126,0.8045961856842041,0.47083398699760437,-0.3573663532733917,0.6162485480308533,0.41587820649147034,-0.6269816756248474,0.7873424291610718,0.4675597846508026,-0.31165435910224915,0.5806964635848999,0.597316324710846,0.04401558265089989,0.4825616776943207,0.5981985330581665,-0.04440154507756233,0.6011834740638733,0.7310593128204346,-0.011657222174108028,0.43585067987442017,0.7337315678596497,-0.10721023380756378,0.6156262159347534,0.8560208678245544,0.19818125665187836,0.38123202323913574,0.8505731225013733,0.07313376665115356,0.6037520170211792,0.8687765598297119,0.20585782825946808,0.39178091287612915,0.8635014891624451,0.0818289965391159,0.6189738512039185,0.9014864563941956,-0.04123371094465256,0.36045750975608826,0.8922598958015442,-0.1573403924703598
